code,full name,name,category,52w,ROE,P/E,EPS,DPS,DY,PTBV,RPS,PSR,Market_Cap,RSI,Stochastic
9962,GROMUTUAL BERHAD,"GMUTUAL (9962) [s]
GROMUTUAL BERHAD Summary",Property - Main Market,0.240 - 0.400,1.71,20,1.59,0.5,1.56%,0.34,13.52,2,120.2M,Neutral 59.8,Overbought 100.0
8893,MK LAND HOLDINGS BERHAD,"MKLAND (8893) [s]
MK LAND HOLDINGS BERHAD Summary",Property - Main Market,0.160 - 0.280,1.7,11,1.7,0,0.00%,0.19,14.13,1,223.3M,Neutral 43.5,Oversold 0.0
119,APPASIA BERHAD,"APPASIA (0119) [s]
APPASIA BERHAD Summary",Technology - Ace Market,0.080 - 0.280,1.66,82,0.13,0,0.00%,1.34,51.72,0,36.3M,Neutral 57.7,Neutral 71.4
6262,INNOPRISE PLANTATIONS BERHAD,"INNO (6262) [s]
INNOPRISE PLANTATIONS BERHAD Summary",Plantation - Main Market,0.605 - 0.895,1.63,37,2.13,0,0.00%,0.6,23.85,3,378.3M,Neutral 58.9,Neutral 75.0
5231,PELIKAN INTERNATIONAL CORPORATION BERHAD,"PELIKAN (5231) [s]
PELIKAN INTERNATIONAL CORPORATION BERHAD Summary",Consumer Products & Services - Main Market,0.290 - 0.775,1.57,27,1.24,0,0.00%,0.42,203.15,0,185.4M,Neutral 44.0,Oversold 14.3
189,MATANG BERHAD,"MATANG (0189)
MATANG BERHAD Summary",Plantations - Ace Market,0.065 - 0.085,1.5,46,0.15,0.2,2.86%,0.7,0.56,12,126.7M,Neutral 47.4,Oversold 0.0
5886,MINTYE BERHAD,"MBG (5886) [s]
MINTYE BERHAD Summary",Consumer Products & Services - Main Market,0.780 - 1.000,1.49,28,2.75,0,0.00%,0.42,73.1,1,47.4M,Oversold 11.5,Oversold 0.0
6181,MALTON BERHAD,"MALTON (6181) [s]
MALTON BERHAD Summary",Property - Main Market,0.390 - 0.825,1.49,21,2.58,2,3.67%,0.32,163.41,0,287.8M,Neutral 53.6,Neutral 37.1
8982,CEPATWAWASAN GROUP BERHAD,"CEPAT (8982) [s]
CEPATWAWASAN GROUP BERHAD Summary",Plantation - Main Market,0.530 - 0.790,1.46,36,1.63,1.5,2.54%,0.53,75.59,1,187.9M,Neutral 48.2,Neutral 44.4
5220,GLOBALTEC FORMATION BERHAD,"GLOTEC (5220) [s]
GLOBALTEC FORMATION BERHAD Summary",Industrial Products & Services - Main Market,0.025 - 0.700,1.4,34,1.32,0,0.00%,0.47,76.84,1,119.7M,Neutral 40.6,Neutral 37.5
8966,PROLEXUS BERHAD,"PRLEXUS (8966) [s]
PROLEXUS BERHAD Summary",Consumer Products & Services - Main Market,0.500 - 0.850,1.4,31,1.8,0.5,0.89%,0.43,188.17,0,101.0M,Neutral 45.6,Neutral 50.0
6483,KENANGA INVESTMENT BANK BERHAD,"KENANGA (6483)
KENANGA INVESTMENT BANK BERHAD Summary",Financial Services - Main Market,0.500 - 0.780,1.36,32,1.65,1.1,2.08%,0.44,96.59,1,383.1M,Neutral 46.2,Neutral 38.5
7246,SIGNATURE INTERNATIONAL BERHAD,"SIGN (7246) [s]
SIGNATURE INTERNATIONAL BERHAD Summary",Consumer Products & Services - Main Market,0.315 - 0.675,1.34,49,1.02,1.5,3.00%,0.66,83.22,1,120.2M,Neutral 56.0,Neutral 23.5
7247,SCGM BHD,"SCGM (7247) [s]
SCGM BHD Summary",Industrial Products & Services - Main Market,1.000 - 1.910,1.31,90,1.12,1.25,1.24%,1.18,112.14,1,195.5M,Neutral 34.3,Oversold 14.3
3016,,CRG (03016),Consumer Products & Services - Leap Market,0.005 - 0.085,5.23,9,0.45,0,0.00%,0.46,7.16,1,32.2M,Neutral 37.8,Oversold 0.0
5022,PAOS HOLDINGS BERHAD,"PAOS (5022) [s]
PAOS HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.300 - 0.440,1.26,61,0.68,0.8,1.93%,0.77,189.94,0,75.2M,Neutral 60.7,Neutral 72.2
5247,KAREX BERHAD,"KAREX (5247)
KAREX BERHAD Summary",Consumer Products & Services - Main Market,0.375 - 0.940,1.24,102,0.61,0.5,0.81%,1.27,39.47,2,621.5M,Overbought 82.2,Overbought 100.0
8761,BREM HOLDING BERHAD,"BREM (8761) [s]
BREM HOLDING BERHAD Summary",Construction - Main Market,0.735 - 0.890,1.21,40,1.93,2,2.61%,0.48,42.36,2,264.3M,Neutral 49.0,Oversold 0.0
136,GREENYIELD BERHAD,"GREENYB (0136) [s]
GREENYIELD BERHAD Summary",Consumer Products & Services - Main Market,0.105 - 0.200,1.2,63,0.2,0,0.00%,0.75,12.11,1,41.7M,Neutral 44.6,Oversold 0.0
3522,KIAN JOO CAN FACTORY BERHAD,"KIANJOO (3522)
KIAN JOO CAN FACTORY BERHAD Summary",Industrial Products & Services - Main Market,2.000 - 3.110,1.18,80,3.86,0,0.00%,0.95,411.29,1,"1,376.9M",Overbought 74.1,Neutral 50.0
5192,K.SENG SENG CORPORATION BERHAD,"KSSC (5192) [s]
K.SENG SENG CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.285 - 0.595,1.13,46,0.94,0.5,1.15%,0.52,111.03,0,41.8M,Neutral 39.5,Neutral 35.0
5120,AMFIRST REAL ESTATE INVESTMENT TRUST,"AMFIRST (5120)
AMFIRST REAL ESTATE INVESTMENT TRUST Summary",Real Estate Investment Trusts - Main Market,0.510 - 0.615,1.1,39,1.35,3.95,7.45%,0.43,16.92,3,363.8M,Neutral 51.4,Neutral 50.0
5149,TAS OFFSHORE BERHAD,"TAS (5149) [s]
TAS OFFSHORE BERHAD Summary",Transportation & Logistics - Main Market,0.180 - 0.360,1.05,27,0.95,0,0.00%,0.28,29.11,1,45.9M,Neutral 36.8,Oversold 0.0
4081,PAN MALAYSIA CORPORATION BERHAD,"PMCORP (4081) [s]
PAN MALAYSIA CORPORATION BERHAD Summary",Consumer Products & Services - Main Market,0.135 - 0.180,1.02,33,0.43,0,0.00%,0.34,10.08,1,112.1M,Neutral 51.8,Neutral 50.0
9717,SYCAL VENTURES BERHAD,"SYCAL (9717)
SYCAL VENTURES BERHAD Summary",Construction - Main Market,0.210 - 0.285,1.01,36,0.66,0,0.00%,0.36,14.07,2,97.8M,Neutral 44.7,Oversold 16.7
5104,CNI HOLDINGS BERHAD,"CNI (5104) [s]
CNI HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.060 - 0.095,1,71,0.11,0.3,4.00%,0.68,11.98,1,54.0M,Neutral 53.4,Neutral 40.0
7232,RESINTECH BERHAD,"RESINTC (7232) [s]
RESINTECH BERHAD Summary",Industrial Products & Services - Main Market,0.260 - 0.365,0.85,35,0.83,2.5,8.62%,0.3,64.06,0,39.8M,Neutral 46.1,Oversold 11.1
7222,IMASPRO CORPORATION BERHAD,"IMASPRO (7222) [s]
IMASPRO CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,1.850 - 2.350,0.83,143,1.38,3.5,1.78%,1.19,91.43,2,157.6M,Neutral 41.1,Neutral 77.8
7145,PRINSIPTEK CORPORATION BERHAD,"PSIPTEK (7145) [s]
PRINSIPTEK CORPORATION BERHAD Summary",Construction - Main Market,0.095 - 0.165,0.82,26,0.46,0,0.00%,0.21,13.22,1,41.8M,Neutral 40.4,Oversold 0.0
6084,STAR MEDIA GROUP BERHAD,"STAR (6084) [s]
STAR MEDIA GROUP BERHAD Summary",Telecommunications & Media - Main Market,0.620 - 1.280,0.63,98,0.71,3,4.29%,0.62,53.17,1,517.0M,Neutral 34.5,Oversold 15.4
5173,SHIN YANG SHIPPING CORPORATION BERHAD,"SYSCORP (5173) [s]
SHIN YANG SHIPPING CORPORATION BERHAD Summary",Transportation & Logistics - Main Market,0.230 - 0.405,0.54,55,0.53,0,0.00%,0.29,57.29,1,348.0M,Neutral 41.4,Oversold 0.0
6769,JKG LAND BERHAD,"JKGLAND (6769) [s]
JKG LAND BERHAD Summary",Property - Main Market,0.070 - 0.100,0.45,87,0.09,0,0.00%,0.4,3.37,2,182.0M,Neutral 52.4,Neutral 50.0
7209,CHEETAH HOLDINGS BERHAD,"CHEETAH (7209) [s]
CHEETAH HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.290 - 0.495,0.45,61,0.49,0.4,1.33%,0.28,90.12,0,38.3M,Neutral 45.0,Oversold 12.5
7221,BSL CORPORATION BERHAD,"BSLCORP (7221) [s]
BSL CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.260 - 0.600,0.43,67,0.5,0,0.00%,0.29,166.95,0,32.8M,Neutral 45.6,Oversold 14.3
7096,GPA HOLDINGS BERHAD,"GPA (7096)
GPA HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.080 - 0.120,0.36,251,0.04,0,0.00%,0.95,4.81,2,103.0M,Neutral 54.1,Neutral 33.3
7212,DESTINI BERHAD,"DESTINI (7212) [s]
DESTINI BERHAD Summary",Industrial Products & Services - Main Market,0.120 - 0.475,0.36,179,0.16,0,0.00%,0.64,34.72,1,323.5M,Neutral 44.8,Neutral 21.4
4634,POS MALAYSIA BERHAD,"POS (4634) [s]
POS MALAYSIA BERHAD Summary",Transportation & Logistics - Main Market,1.550 - 4.470,0.24,326,0.56,8,4.35%,0.78,308.33,1,"1,440.3M",Neutral 44.7,Neutral 23.1
92,MTOUCHE TECHNOLOGY BERHAD,"MTOUCHE (0092) [s]
MTOUCHE TECHNOLOGY BERHAD Summary",Telecommunications & Media - Ace Market,0.055 - 0.140,0.24,171,0.04,0,0.00%,0.39,4.04,2,33.1M,Neutral 56.6,Overbought 100.0
2135,GOPENG BERHAD,"GOPENG (2135) [s]
GOPENG BERHAD Summary",Plantation - Main Market,0.550 - 1.500,0.18,343,0.2,133.33,193.23%,0.63,2.77,25,185.6M,Neutral 48.9,Neutral 60.0
50,SYSTECH BHD,"SYSTECH (0050) [s]
SYSTECH BHD Summary",Technology - Ace Market,0.180 - 0.345,0.04,35,0.64,0,0.00%,0.01,8.38,3,78.2M,Neutral 43.9,Oversold 0.0
0060OR,,VC-OR (0060OR),Technology - Ace Market,0.025 - 0.070,,0,0,0,0.00%,,0,,#NAME?,Oversold 0.0,Oversold 0.0
0400GA,,DIN040000223 (0400GA) [s],Bond Islamic - Bond & Loan,97.800 - 99.800,,0,0,0,0.00%,,0,,#NAME?,Neutral 50.6,Neutral 33.3
5115,ALAM MARITIM RESOURCES BERHAD,"ALAM (5115) [s]
ALAM MARITIM RESOURCES BERHAD Summary",Energy - Main Market,0.056 - 0.155,,0,0,0,0.00%,,0,,102.0M,Neutral 41.4,Oversold 10.0
0401GA,,IHS046000824 (0401GA) [s],Bond Islamic - Bond & Loan,92.200 - 98.000,,0,0,0,0.00%,,0,,#NAME?,Oversold 0.0,Oversold 0.0
0032LA,,REDTONE-LA (0032LA),Telecommunications & Media - Bond & Loan,0.065 - 0.180,,0,0,0,0.00%,,0,,#NAME?,Oversold 26.4,Neutral 50.0
1163PA,,ALLIANZ-PA (1163PA),Financial Services - Main Market,10.740 - 14.500,,0,0,0,0.00%,,0,,#NAME?,Neutral 63.2,Overbought 85.7
60,VORTEX CONSOLIDATED BERHAD,"VC (0060) [s]
VORTEX CONSOLIDATED BERHAD Summary",Technology - Ace Market,0.108 - 0.195,,0,0,0,0.00%,,0,,110.2M,Neutral 63.4,Overbought 87.5
45,G NEPTUNE BERHAD,"GNB (0045)
G NEPTUNE BERHAD Summary",Technology - Ace Market,0.035 - 0.100,19.38,-24,-0.25,0,0.00%,-4.65,0,,17.3M,Neutral 58.5,Neutral 75.0
5150,MULTI SPORTS HOLDINGS LTD,"MSPORTS (5150)
MULTI SPORTS HOLDINGS LTD Summary",Consumer Products & Services - Main Market,0.005 - 0.040,12.82,-18,-0.05,0,0.00%,-2.56,0,,6.1M,Neutral 46.7,Neutral 50.0
8303,KUANTAN FLOUR MILLS BHD,"KFM (8303) [s]
KUANTAN FLOUR MILLS BHD Summary",Consumer Products & Services - Main Market,0.080 - 0.225,7.72,-5,-3.01,0,0.00%,-0.42,66.51,0,11.3M,Neutral 49.5,Neutral 26.7
7143,STONE MASTER CORPORATION BERHAD,"STONE (7143) [s]
STONE MASTER CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.030 - 0.230,211.35,-1,-4.84,0,0.00%,-1.31,49.21,0,2.7M,Neutral 30.7,Oversold 0.0
7122,YFG BERHAD,"YFG (7122)
YFG BERHAD Summary",Industrial Products & Services - Main Market,0.005 - 0.005,12.63,0,-2.02,0,0.00%,-0.03,0.56,1,3.0M,Overbought 100.0,Neutral 50.0
5754,UTUSAN MELAYU (MALAYSIA) BERHAD,"UTUSAN (5754) [s]
UTUSAN MELAYU (MALAYSIA) BERHAD Summary",Telecommunications & Media - Main Market,0.085 - 0.380,204.78,0,-168.53,0,0.00%,-0.18,174.95,0,16.6M,Neutral 46.0,Oversold 0.0
0827EA,,METFUS50 (0827EA) [s],ETF-Equity - ETF,0.900 - 1.100,,0,"-8,041.86",0,0.00%,,8.63,13,14.3M,Overbought 71.2,Overbought 100.0
5194,APFT BERHAD,"APFT (5194) [s]
APFT BERHAD Summary",Consumer Products & Services - Main Market,0.005 - 0.035,,3,0.65,0,0.00%,,0.13,15,26.8M,Neutral 53.4,Overbought 100.0
0800EA,,ABFMY1 (0800EA),ETF-Bond - ETF,1.100 - 1.190,,25,4.76,4.65,3.94%,,4.95,24,"1,493.2M",Neutral 53.9,Oversold 0.0
0820EA,,FBMKLCI-EA (0820EA),ETF-Equity - ETF,1.750 - 1.960,,67,2.63,6.1,3.44%,,5.02,35,3.0M,Neutral 41.0,Overbought 95.9
3011,,AMLEX (03011),Technology - Leap Market,0.150 - 0.200,-0.01,-352,-0.06,0,0.00%,0.02,7.66,3,53.6M,Overbought 100.0,Neutral 50.0
0828EA,,GOLDETF (0828EA) [s],ETF-Commodity - ETF,1.600 - 1.795,0,0,0,0,0.00%,0.99,0,,"4,167.7M",Neutral 44.8,Oversold 0.0
131,DIVERSIFIED GATEWAY SOLUTIONS BERHAD,"DGSB (0131) [s]
DIVERSIFIED GATEWAY SOLUTIONS BERHAD Summary",Technology - Ace Market,0.045 - 0.100,,-19,-0.39,0,0.00%,,11.69,1,55.9M,Neutral 42.9,Oversold 0.0
7036,BORNEO OIL BERHAD,"BORNOIL (7036) [s]
BORNEO OIL BERHAD Summary",Industrial Products & Services - Main Market,0.040 - 0.090,-0.06,-437,-0.01,0,0.00%,0.29,1.72,3,240.3M,Neutral 50.1,Neutral 50.0
5170,SARAWAK CABLE BERHAD,"SCABLE (5170) [s]
SARAWAK CABLE BERHAD Summary",Industrial Products & Services - Main Market,0.205 - 0.605,-0.16,-3,-12.35,0,0.00%,0.01,249.22,0,122.1M,Neutral 52.6,Neutral 39.1
100,ES CERAMICS TECHNOLOGY BHD,"ESCERAM (0100)
ES CERAMICS TECHNOLOGY BHD Summary",Industrial Products & Services - Ace Market,0.105 - 0.250,-0.17,-355,-0.04,0.6,4.14%,0.6,13.36,1,29.8M,Neutral 44.8,Neutral 25.0
9407,PARAGON UNION BERHAD,"PARAGON (9407) [s]
PARAGON UNION BERHAD Summary",Consumer Products & Services - Main Market,0.230 - 0.380,-0.2,-267,-0.12,0,0.00%,0.52,73.51,0,22.4M,Neutral 56.6,Neutral 69.2
7676,GUNUNG CAPITAL BERHAD,"GUNUNG (7676)
GUNUNG CAPITAL BERHAD Summary",Transportation & Logistics - Main Market,0.280 - 0.450,-0.21,-320,-0.09,0,0.00%,0.68,12.04,2,68.5M,Neutral 44.8,Oversold 16.7
174,IDIMENSION CONSOLIDATED BHD,"IDMENSN (0174) [s]
IDIMENSION CONSOLIDATED BHD Summary",Technology - Ace Market,0.020 - 0.110,-0.13,-72,-0.04,0,0.00%,0.1,-11.89,0,8.2M,Neutral 59.7,Neutral 50.0
5214,CHINA STATIONERY LIMITED,"CSL (5214)
CHINA STATIONERY LIMITED Summary",Consumer Products & Services - Main Market,0.010 - 0.010,-0.31,-2,-0.44,0,0.00%,0.01,25.1,0,12.4M,Overbought 100.0,Neutral 50.0
6041,FARLIM GROUP (MALAYSIA) BHD,"FARLIM (6041)
FARLIM GROUP (MALAYSIA) BHD Summary",Property - Main Market,0.340 - 0.485,-0.43,-88,-0.41,0,0.00%,0.38,6.02,6,60.6M,Neutral 48.2,Neutral 60.0
7066,YONG TAI BERHAD,"YONGTAI (7066) [s]
YONG TAI BERHAD Summary",Property - Main Market,0.300 - 1.550,-0.53,-61,-0.59,0,0.00%,0.32,23.67,2,174.8M,Neutral 48.4,Oversold 18.2
9628,LEBTECH BERHAD,"LEBTECH (9628) [s]
LEBTECH BERHAD Summary",Construction - Main Market,0.735 - 1.070,-0.55,-167,-0.52,0,0.00%,0.91,24.78,4,118.7M,Neutral 53.8,Neutral 79.4
1201,SUMATEC RESOURCES BERHAD,"SUMATEC (1201) [s]
SUMATEC RESOURCES BERHAD Summary",Energy - Main Market,0.005 - 0.075,-0.59,-23,-0.06,0,0.00%,0.15,0.07,21,63.8M,Neutral 63.0,Overbought 100.0
3239,BERJAYA ASSETS BERHAD,"BJASSET (3239)
BERJAYA ASSETS BERHAD Summary",Property - Main Market,0.245 - 0.600,-0.65,-54,-0.59,0,0.00%,0.35,10.87,3,805.8M,Neutral 55.9,Overbought 80.0
1589,ISKANDAR WATERFRONT CITY BERHAD,"IWCITY (1589) [s]
ISKANDAR WATERFRONT CITY BERHAD Summary",Property - Main Market,0.365 - 1.100,-0.81,-109,-0.79,0,0.00%,0.89,14.5,6,720.2M,Neutral 56.6,Neutral 39.2
5042,TSR CAPITAL BERHAD,"TSRCAP (5042) [s]
TSR CAPITAL BERHAD Summary",Construction - Main Market,0.295 - 0.580,-0.89,-49,-0.93,0,0.00%,0.44,151.83,0,80.2M,Neutral 60.8,Neutral 76.2
6548,MALAYSIA PACIFIC CORPORATION BERHAD,"MPCORP (6548)
MALAYSIA PACIFIC CORPORATION BERHAD Summary",Property - Main Market,0.020 - 0.105,-0.96,-10,-0.43,0,0.00%,0.1,6.46,1,12.9M,Neutral 38.2,Neutral 29.4
8613,ENRA GROUP BERHAD,"ENRA (8613) [s]
ENRA GROUP BERHAD Summary",Property - Main Market,0.900 - 2.600,-1.09,-116,-1.2,4.5,3.21%,1.27,110.33,1,190.7M,Neutral 47.0,Overbought 89.3
5190,BENALEC HOLDINGS BERHAD,"BENALEC (5190) [s]
BENALEC HOLDINGS BERHAD Summary",Construction - Main Market,0.155 - 0.325,-1.14,-23,-0.88,0,0.00%,0.26,11.11,2,172.4M,Neutral 55.0,Neutral 57.1
2453,KLUANG RUBBER COMPANY (MALAYA) BERHAD,"KLUANG (2453)
KLUANG RUBBER COMPANY (MALAYA) BERHAD Summary",Plantation - Main Market,3.100 - 4.400,-1.18,-27,-12.18,1,0.31%,0.31,39.44,8,204.0M,Neutral 39.5,Neutral 50.0
9938,BRIGHT PACKAGING INDUSTRY BERHAD,"BRIGHT (9938)
BRIGHT PACKAGING INDUSTRY BERHAD Summary",Industrial Products & Services - Main Market,0.140 - 0.240,-1.07,-30,-0.67,0,0.00%,0.32,29.77,1,41.1M,Neutral 51.5,Neutral 33.3
2569,SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,"SBAGAN (2569)
SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD Summary",Plantation - Main Market,2.860 - 3.480,-1.27,-26,-11.27,6,2.03%,0.33,19.82,15,195.7M,Neutral 46.6,Neutral 47.4
4596,SAPURA RESOURCES BERHAD,"SAPRES (4596) [s]
SAPURA RESOURCES BERHAD Summary",Property - Main Market,0.585 - 1.120,-1.35,-13,-4.4,0,0.00%,0.18,34.99,2,81.7M,Neutral 38.2,Oversold 0.0
163,CAREPLUS GROUP BERHAD,"CAREPLS (0163) [s]
CAREPLUS GROUP BERHAD Summary",Health Care - Ace Market,0.155 - 0.260,-1.41,-58,-0.27,0,0.00%,0.81,63.74,0,82.4M,Neutral 37.5,Oversold 0.0
9431,SENI JAYA CORPORATION BERHAD,"SJC (9431) [s]
SENI JAYA CORPORATION BERHAD Summary",Telecommunications & Media - Main Market,0.510 - 0.860,-1.44,-31,-1.89,0,0.00%,0.44,43.35,1,23.5M,Neutral 50.4,Oversold 20.0
5072,HIAP TECK VENTURE BERHAD,"HIAPTEK (5072) [s]
HIAP TECK VENTURE BERHAD Summary",Industrial Products & Services - Main Market,0.220 - 0.465,-1.65,-26,-1.02,0.5,1.85%,0.44,85.33,0,362.9M,Neutral 43.6,Neutral 28.6
7374,TIEN WAH PRESS HOLDINGS BERHAD,"TIENWAH (7374)
TIEN WAH PRESS HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,1.040 - 1.600,-1.88,-33,-4.24,8,5.71%,0.62,236.58,1,202.6M,Neutral 60.2,Neutral 52.9
9814,BERTAM ALLIANCE BERHAD,"BERTAM (9814) [s]
BERTAM ALLIANCE BERHAD Summary",Property - Main Market,0.180 - 0.310,-1.92,-14,-1.88,0,0.00%,0.28,0.4,68,55.8M,Neutral 47.0,Oversold 0.0
182,LKL INTERNATIONAL BERHAD,"LKL (0182) [s]
LKL INTERNATIONAL BERHAD Summary",Health Care - Ace Market,0.105 - 0.190,-2.07,-39,-0.29,0,0.00%,0.82,8.35,1,49.3M,Neutral 47.0,Neutral 33.3
1643,LANDMARKS BERHAD,"LANDMRK (1643)
LANDMARKS BERHAD Summary",Consumer Products & Services - Main Market,0.445 - 0.775,-2.2,-7,-7.07,0,0.00%,0.15,20.62,2,251.2M,Neutral 51.6,Neutral 71.4
9016,EKSONS CORPORATION BERHAD,"EKSONS (9016) [s]
EKSONS CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.675 - 0.990,-2.24,-13,-6.09,5,6.29%,0.29,63.06,1,130.5M,Neutral 48.5,Neutral 50.0
48,ANCOM LOGISTICS BERHAD,"ANCOMLB (0048) [s]
ANCOM LOGISTICS BERHAD Summary",Trad/Serv - Ace Market,0.060 - 0.110,-2.2,-70,-0.11,0,0.00%,1.6,6.05,1,37.9M,Neutral 42.8,Oversold 0.0
9075,THETA EDGE BERHAD,"THETA (9075) [s]
THETA EDGE BERHAD Summary",Technology - Main Market,0.240 - 0.450,-2.38,-26,-1.5,0,0.00%,0.62,65.71,1,41.8M,Neutral 43.6,Oversold 16.7
9091,EMICO HOLDINGS BERHAD,"EMICO (9091) [s]
EMICO HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.150 - 0.235,-2.5,-16,-1.1,0,0.00%,0.39,55.47,0,17.2M,Neutral 48.7,Neutral 66.7
5288,SIME DARBY PROPERTY BERHAD,"SIMEPROP (5288) [s]
SIME DARBY PROPERTY BERHAD Summary",Property - Main Market,0.905 - 1.510,-2.6,-31,-3.51,4,3.67%,0.81,35.84,3,"7,412.9M",Neutral 47.6,Oversold 18.2
8702,TEXCHEM RESOURCES BERHAD,"TEXCHEM (8702)
TEXCHEM RESOURCES BERHAD Summary",Industrial Products & Services - Main Market,0.580 - 0.905,-2.7,-11,-5.44,0,0.00%,0.3,910.03,0,73.8M,Neutral 31.2,Oversold 12.5
7013,HUBLINE BERHAD,"HUBLINE (7013)
HUBLINE BERHAD Summary",Transportation & Logistics - Main Market,0.030 - 0.130,-2.8,-43,-0.14,0,0.00%,1.2,2.76,2,229.1M,Neutral 53.6,Neutral 50.0
2682,AMALGAMATED INDUSTRIAL STEEL BERHAD,"AISB (2682) [s]
AMALGAMATED INDUSTRIAL STEEL BERHAD Summary",Industrial Products & Services - Main Market,0.200 - 0.370,-2.88,-9,-2.89,0,0.00%,0.25,2.96,8,36.1M,Neutral 44.3,Oversold 10.0
7020,YKGI HOLDINGS BERHAD,"YKGI (7020) [s]
YKGI HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.090 - 0.435,-2.93,0,-38.1,0,0.00%,0.01,96.22,0,40.3M,Neutral 43.6,Oversold 20.0
7080,PERMAJU INDUSTRIES BERHAD,"PERMAJU (7080) [s]
PERMAJU INDUSTRIES BERHAD Summary",Consumer Products & Services - Main Market,0.195 - 0.565,-2.99,-26,-2.06,0,0.00%,0.78,41.79,1,104.8M,Neutral 61.2,Neutral 50.0
6009,PACIFIC & ORIENT BERHAD,"P&O (6009)
PACIFIC & ORIENT BERHAD Summary",Financial Services - Main Market,0.980 - 1.090,-3.15,-29,-3.39,5.87,5.87%,0.93,110.63,1,286.9M,Neutral 51.2,Overbought 100.0
7186,SWS CAPITAL BERHAD,"SWSCAP (7186) [s]
SWS CAPITAL BERHAD Summary",Consumer Products & Services - Main Market,0.590 - 1.170,-3.09,-38,-1.65,0,0.00%,1.17,71.43,1,114.0M,Neutral 39.1,Neutral 38.5
7055,PLB ENGINEERING BERHAD,"PLB (7055)
PLB ENGINEERING BERHAD Summary",Property - Main Market,1.070 - 1.770,-3.27,-27,-4.41,0,0.00%,0.87,102.74,1,132.6M,Neutral 40.4,Neutral 68.8
6637,PNE PCB BERHAD,"PNEPCB (6637) [s]
PNE PCB BERHAD Summary",Industrial Products & Services - Main Market,0.450 - 0.570,-3.35,-29,-1.71,0,0.00%,0.98,69.71,1,65.7M,Neutral 48.0,Neutral 40.0
3778,MELEWAR INDUSTRIAL GROUP BERHAD,"MELEWAR (3778) [s]
MELEWAR INDUSTRIAL GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.090 - 0.225,-3.86,-6,-2.61,0,0.00%,0.24,225.93,0,57.5M,Neutral 56.0,Neutral 40.0
7722,ASIA BRANDS BERHAD,"ASIABRN (7722) [s]
ASIA BRANDS BERHAD Summary",Consumer Products & Services - Main Market,0.325 - 0.880,-7.21,-12,-4.58,0,0.00%,0.83,65.7,1,123.3M,Neutral 64.7,Neutral 71.4
5009,WHITE HORSE BERHAD,"WTHORSE (5009) [s]
WHITE HORSE BERHAD Summary",Industrial Products & Services - Main Market,1.020 - 1.900,-3.76,-10,-11.33,0,0.00%,0.38,254.39,0,276.0M,Neutral 41.5,Overbought 92.9
7010,GRAND HOOVER BERHAD,"HOOVER (7010) [s]
GRAND HOOVER BERHAD Summary",Property - Main Market,0.500 - 0.755,0,0,0,0,0.00%,0.53,0,,24.0M,Neutral 50.4,Neutral 42.9
6904,SUBUR TIASA HOLDINGS BERHAD,"SUBUR (6904) [s]
SUBUR TIASA HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.400 - 0.990,-3.84,-5,-12.11,0,0.00%,0.17,138.19,0,113.9M,Neutral 55.1,Neutral 78.6
8435,CONCRETE ENGINEERING PRODUCTS BERHAD,"CEPCO (8435) [s]
CONCRETE ENGINEERING PRODUCTS BERHAD Summary",Industrial Products & Services - Main Market,0.630 - 1.420,-6.49,-8,-9.13,0,0.00%,0.5,204.24,0,53.0M,Neutral 37.6,Neutral 38.1
4448,TASEK CORPORATION BERHAD,"TASEK (4448) [s]
TASEK CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,4.050 - 8.280,-4.01,-29,-17.64,20,3.85%,1.18,448.77,1,642.8M,Neutral 55.6,Neutral 32.2
7773,EP MANUFACTURING BHD,"EPMB (7773) [s]
EP MANUFACTURING BHD Summary",Industrial Products & Services - Main Market,0.350 - 0.470,-4.1,-6,-7.17,0,0.00%,0.23,284.77,0,66.4M,Neutral 51.7,Overbought 90.9
5175,IVORY PROPERTIES GROUP BERHAD,"IVORY (5175) [s]
IVORY PROPERTIES GROUP BERHAD Summary",Property - Main Market,0.190 - 0.375,-4.2,-5,-3.61,2.5,12.82%,0.23,24.34,1,95.6M,Neutral 43.5,Neutral 25.0
