code,full name,name,category,52w,ROE,P/E,EPS,DPS,DY,PTBV,RPS,PSR,Market_Cap,RSI,Stochastic
5255,ICON OFFSHORE BERHAD,"ICON (5255) [s]
ICON OFFSHORE BERHAD Summary",Energy - Main Market,0.060 - 0.215,-663.77,0,-37.37,0,0.00%,1.69,16.97,1,111.8M,Neutral 46.9,Neutral 25.0
5622,PIMPINAN EHSAN BERHAD,"PEB (5622)
PIMPINAN EHSAN BERHAD Summary",Construction - Main Market,0.610 - 2.600,191.62,0,199.21,0,0.00%,0.86,0,,61.9M,Neutral 54.4,Overbought 90.9
3026,DUTCH LADY MILK INDUSTRIES BERHAD,"DLADY (3026) [s]
DUTCH LADY MILK INDUSTRIES BERHAD Summary",Consumer Products & Services - Main Market,58.900 - 70.720,122.58,32,202.26,90,1.41%,38.67,"1,638.39",4,"4,083.2M",Neutral 46.5,Oversold 0.0
4707,NESTLE (MALAYSIA) BERHAD,"NESTLE (4707) [s]
NESTLE (MALAYSIA) BERHAD Summary",Consumer Products & Services - Main Market,131.400 - 150.600,100.71,52,280.98,415,2.83%,52.54,"2,353.54",6,"34,377.7M",Neutral 50.4,Overbought 87.9
3255,HEINEKEN MALAYSIA BERHAD,"HEIM (3255)
HEINEKEN MALAYSIA BERHAD Summary",Consumer Products & Services - Main Market,17.420 - 25.100,76.03,26,93.52,40,1.64%,19.82,671.86,4,"7,365.1M",Neutral 61.4,Neutral 34.5
5250,7-ELEVEN MALAYSIA HOLDINGS BERHAD,"SEM (5250)
7-ELEVEN MALAYSIA HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,1.250 - 1.570,50.61,36,4.16,0,0.00%,18,179.68,1,"1,825.4M",Neutral 56.8,Neutral 75.0
7100,UCHI TECHNOLOGIES BERHAD,"UCHITEC (7100) [s]
UCHI TECHNOLOGIES BERHAD Summary",Industrial Products & Services - Main Market,2.360 - 3.370,45.03,18,15.31,7,2.50%,8.24,31.05,9,"1,262.2M",Neutral 57.3,Neutral 70.8
5,UCREST BERHAD,"UCREST (0005) [s]
UCREST BERHAD Summary",Technology - Ace Market,0.200 - 0.430,39.9,7,3.36,0,0.00%,2.85,10.33,2,111.4M,Neutral 40.8,Neutral 28.6
9687,IDEAL UNITED BINTANG INTERNATIONAL BERHAD,"IDEAL (9687) [s]
IDEAL UNITED BINTANG INTERNATIONAL BERHAD Summary",Property - Main Market,0.550 - 1.860,35.11,3,46.13,0,0.00%,0.88,611.72,0,128.1M,Neutral 51.2,Neutral 46.7
5259,E.A.TECHNIQUE (M) BERHAD,"EATECH (5259) [s]
E.A.TECHNIQUE (M) BERHAD Summary",Transportation & Logistics - Main Market,0.310 - 0.605,32.73,3,14.73,0,0.00%,1.07,83.13,1,241.9M,Neutral 50.4,Neutral 40.0
1562,BERJAYA SPORTS TOTO BERHAD,"BJTOTO (1562)
BERJAYA SPORTS TOTO BERHAD Summary",Consumer Products & Services - Main Market,2.010 - 2.650,30.29,14,17.87,15.5,6.08%,4.32,415.65,1,"3,445.1M",Neutral 60.8,Neutral 61.5
6139,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,"TAKAFUL (6139) [s]
SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD Summary",Financial Services - Main Market,3.260 - 5.510,30.07,15,35.78,15,2.78%,4.54,320.19,2,"4,450.8M",Overbought 73.5,Neutral 78.8
5199,HIBISCUS PETROLEUM BERHAD,"HIBISCS (5199) [s]
HIBISCUS PETROLEUM BERHAD Summary",Energy - Main Market,0.740 - 1.360,28.63,5,20.9,0,0.00%,1.53,49.44,2,"1,778.8M",Neutral 51.6,Neutral 29.4
7233,DUFU TECHNOLOGY CORP. BERHAD,"DUFU (7233) [s]
DUFU TECHNOLOGY CORP. BERHAD Summary",Industrial Products & Services - Main Market,0.940 - 4.070,29.41,9,19.7,1.56,0.85%,2.75,91.73,2,484.3M,Neutral 62.0,Neutral 79.2
5024,HUP SENG INDUSTRIES BERHAD,"HUPSENG (5024) [s]
HUP SENG INDUSTRIES BERHAD Summary",Consumer Products & Services - Main Market,0.940 - 1.200,26.85,18,5.37,6,6.06%,4.95,38.42,3,792.0M,Neutral 41.7,Oversold 0.0
198,GDB HOLDINGS BERHAD,"GDB (0198) [s]
GDB HOLDINGS BERHAD Summary",Construction - Ace Market,0.220 - 0.450,26.24,7,4.46,2,6.35%,1.85,43.93,1,196.9M,Neutral 57.5,Neutral 53.8
97,VITROX CORPORATION BERHAD,"VITROX (0097) [s]
VITROX CORPORATION BERHAD Summary",Technology - Main Market,5.060 - 8.520,25.51,32,22.42,1.75,0.25%,8.1,83.87,8,"3,350.5M",Neutral 52.1,Neutral 52.0
6012,MAXIS BERHAD,"MAXIS (6012) [s]
MAXIS BERHAD Summary",Telecommunications & Media - Main Market,5.130 - 5.910,25.02,24,22.77,20,3.70%,5.95,117.6,5,"42,288.1M",Neutral 45.4,Neutral 27.5
7052,PADINI HOLDINGS BERHAD,"PADINI (7052) [s]
PADINI HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,3.150 - 6.200,24.35,15,25.57,11.5,2.91%,3.76,257.72,2,"2,598.7M",Neutral 65.4,Overbought 82.2
6645,LINGKARAN TRANS KOTA HOLDINGS BERHAD,"LITRAK (6645) [s]
LINGKARAN TRANS KOTA HOLDINGS BERHAD Summary",Transportation & Logistics - Main Market,3.630 - 5.900,24.19,10,43.52,25,5.81%,2.39,98.01,4,"2,270.3M",Neutral 48.0,Neutral 63.0
7022,GLOBETRONICS TECHNOLOGY BERHAD,"GTRONIC (7022) [s]
GLOBETRONICS TECHNOLOGY BERHAD Summary",Technology - Main Market,1.390 - 5.200,23.29,19,10.48,7.28,3.64%,4.44,49.02,4,"1,338.2M",Neutral 69.7,Overbought 96.9
5036,EDARAN BERHAD,"EDARAN (5036) [s]
EDARAN BERHAD Summary",Technology - Main Market,0.335 - 0.840,22.33,5,11.66,0,0.00%,1.01,221.83,0,31.5M,Neutral 40.8,Oversold 20.0
5246,WESTPORTS HOLDINGS BERHAD,"WPRTS (5246) [s]
WESTPORTS HOLDINGS BERHAD Summary",Transportation & Logistics - Main Market,3.100 - 4.000,22.08,24,15.64,11.73,3.11%,5.32,47.35,8,"12,855.7M",Neutral 52.2,Neutral 75.0
3003,,JMEDU (03003),Consumer Products & Services - Leap Market,0.515 - 0.560,28.39,10,5.47,3.9,7.29%,2.78,23.69,2,38.0M,Neutral 68.7,Neutral 50.0
3005,,MHCARE (03005),Health Care - Leap Market,0.310 - 0.560,27.94,25,2.21,0.5,0.89%,7.08,10.23,5,112.4M,Neutral 65.7,Overbought 100.0
166,INARI AMERTRON BERHAD,"INARI (0166) [s]
INARI AMERTRON BERHAD Summary",Technology - Main Market,1.220 - 2.560,20.49,26,7.17,6.14,3.36%,5.23,39.51,5,"5,803.1M",Neutral 69.9,Overbought 92.9
3007,,POLYMER (03007),Industrial Products & Services - Leap Market,0.150 - 0.170,38.88,10,1.73,0.2,1.18%,3.82,10.33,2,78.7M,Overbought 100.0,Neutral 50.0
5127,AMANAHRAYA REAL ESTATE INVESTMENT TRUST,"ARREIT (5127)
AMANAHRAYA REAL ESTATE INVESTMENT TRUST Summary",Real Estate Investment Trusts - Main Market,0.810 - 0.900,19.35,3,25.89,6.08,7.11%,0.64,17.07,5,490.1M,Neutral 56.8,Neutral 71.4
8869,PRESS METAL ALUMINIUM HOLDINGS BERHAD,"PMETAL (8869) [s]
PRESS METAL ALUMINIUM HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,3.930 - 5.260,19.49,29,15.67,6.3,1.40%,5.6,228.45,2,"18,090.2M",Neutral 48.2,Neutral 39.1
7089,LII HEN INDUSTRIES BHD.,"LIIHEN (7089) [s]
LII HEN INDUSTRIES BHD. Summary",Consumer Products & Services - Main Market,2.250 - 3.310,18.66,8,32.1,11.5,4.34%,1.54,445.12,1,477.0M,Neutral 44.2,Neutral 53.8
7155,SKP RESOURCES BHD,"SKPRES (7155) [s]
SKP RESOURCES BHD Summary",Industrial Products & Services - Main Market,0.945 - 1.630,18.39,16,8.46,5.06,3.69%,2.98,141.94,1,"1,712.8M",Neutral 51.2,Neutral 36.4
5049,COUNTRY VIEW BERHAD,"CVIEW (5049) [s]
COUNTRY VIEW BERHAD Summary",Property - Main Market,1.150 - 1.590,18.08,2,70.51,5,3.45%,0.37,236.06,1,145.0M,Neutral 45.7,Neutral 31.3
40,OPENSYS (M) BERHAD,"OPENSYS (0040) [s]
OPENSYS (M) BERHAD Summary",Technology - Ace Market,0.260 - 0.375,17.89,10,3.4,1.25,3.73%,1.76,32.01,1,99.8M,Neutral 50.0,Neutral 40.0
192,INTA BINA GROUP BERHAD,"INTA (0192) [s]
INTA BINA GROUP BERHAD Summary",Construction - Main Market,0.250 - 0.370,17.84,7,3.96,0,0.00%,1.22,71.57,0,144.5M,Neutral 43.4,Oversold 12.5
120,VISDYNAMICS HOLDINGS BERHAD,"VIS (0120) [s]
VISDYNAMICS HOLDINGS BERHAD Summary",Technology - Ace Market,0.350 - 0.795,17.39,9,4.26,1,2.50%,1.63,21.82,2,67.7M,Neutral 34.3,Neutral 41.7
7668,HAI-O ENTERPRISE BERHAD,"HAIO (7668)
HAI-O ENTERPRISE BERHAD Summary",Consumer Products & Services - Main Market,2.470 - 5.390,17.35,14,17.87,15,5.93%,2.46,122.9,2,759.8M,Neutral 38.9,Neutral 33.3
200,REVENUE GROUP BERHAD,"REVENUE (0200) [s]
REVENUE GROUP BERHAD Summary",Technology - Ace Market,0.495 - 1.570,16.81,37,3.53,0,0.00%,6.19,21.71,6,289.7M,Neutral 58.4,Neutral 73.3
197,WEGMANS HOLDINGS BERHAD,"WEGMANS (0197) [s]
WEGMANS HOLDINGS BERHAD Summary",Consumer Products & Services - Ace Market,0.220 - 0.405,16.67,12,2.5,0,0.00%,2.07,18.87,2,155.0M,Neutral 41.6,Neutral 25.0
3689,FRASER & NEAVE HOLDINGS BHD,"F&N (3689) [s]
FRASER & NEAVE HOLDINGS BHD Summary",Consumer Products & Services - Main Market,29.200 - 40.000,16.52,32,109.37,57.5,1.65%,5.26,"1,104.54",3,"12,763.9M",Neutral 49.3,Neutral 39.3
5183,PETRONAS CHEMICALS GROUP BERHAD,"PCHEM (5183) [s]
PETRONAS CHEMICALS GROUP BERHAD Summary",Industrial Products & Services - Main Market,7.930 - 10.200,16.34,14,62.24,32,3.58%,2.34,244.7,4,"71,440.0M",Neutral 41.6,Neutral 37.5
3015,,MFGROUP (03015),Consumer Products & Services - Leap Market,0.185 - 0.230,64.8,7,3.24,0.63,2.86%,4.4,22.93,1,73.6M,Oversold 0.0,Neutral 50.0
7088,POH HUAT RESOURCES HOLDINGS BERHAD,"POHUAT (7088) [s]
POH HUAT RESOURCES HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,1.190 - 1.640,16.04,6,24.07,6,3.97%,1.01,281.59,1,352.4M,Neutral 34.0,Neutral 25.0
128,FRONTKEN CORPORATION BERHAD,"FRONTKN (0128) [s]
FRONTKEN CORPORATION BERHAD Summary",Technology - Main Market,0.365 - 1.280,16,26,4.96,1.5,1.17%,4.13,31.06,4,"1,348.4M",Overbought 73.5,Overbought 100.0
7153,KOSSAN RUBBER INDUSTRIES BERHAD,"KOSSAN (7153) [s]
KOSSAN RUBBER INDUSTRIES BERHAD Summary",Health Care - Main Market,3.440 - 8.750,15.76,22,15.92,6,1.69%,3.5,167.66,2,"4,527.4M",Neutral 45.2,Neutral 46.7
196,QES GROUP BERHAD,"QES (0196)
QES GROUP BERHAD Summary",Industrial Products & Services - Ace Market,0.165 - 0.380,15.5,13,1.86,0.4,1.70%,1.96,25.46,1,178.2M,Neutral 45.1,Oversold 0.0
5236,MATRIX CONCEPTS HOLDINGS BERHAD,"MATRIX (5236) [s]
MATRIX CONCEPTS HOLDINGS BERHAD Summary",Property - Main Market,1.830 - 2.120,15.28,7,25.98,12.97,6.79%,1.12,124.78,2,"1,437.9M",Neutral 46.9,Neutral 33.3
84,TECHFAST HOLDINGS BERHAD,"TECFAST (0084) [s]
TECHFAST HOLDINGS BERHAD Summary",Industrial Products & Services - Ace Market,0.295 - 0.565,15.28,17,1.74,0.5,1.64%,2.68,13.33,2,69.6M,Neutral 38.2,Neutral 33.3
2089,UNITED PLANTATIONS BERHAD,"UTDPLT (2089) [s]
UNITED PLANTATIONS BERHAD Summary",Plantation - Main Market,25.000 - 28.880,14.95,15,183.23,290,10.52%,2.25,647.25,4,"5,736.2M",Neutral 55.3,Neutral 40.0
5245,CARING PHARMACY GROUP BERHAD,"CARING (5245)
CARING PHARMACY GROUP BERHAD Summary",Consumer Products & Services - Main Market,1.500 - 2.000,14.74,20,9.58,5,2.58%,2.98,248.99,1,422.3M,Neutral 46.4,Neutral 57.1
5141,DAYANG ENTERPRISE HOLDINGS BERHAD,"DAYANG (5141) [s]
DAYANG ENTERPRISE HOLDINGS BERHAD Summary",Energy - Main Market,0.500 - 1.750,14.53,8,17,0,0.00%,1.15,97.18,1,"1,302.5M",Neutral 47.5,Oversold 19.4
151,KELINGTON GROUP BERHAD,"KGB (0151) [s]
KELINGTON GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.710 - 1.350,14.4,20,6.4,1,0.76%,2.95,121.14,1,377.6M,Neutral 57.5,Neutral 69.2
4731,SCIENTEX BERHAD,"SCIENTX (4731) [s]
SCIENTEX BERHAD Summary",Industrial Products & Services - Main Market,6.510 - 9.480,14.28,16,53.82,20,2.28%,2.33,547,2,"4,516.1M",Neutral 66.1,Overbought 97.4
7161,KERJAYA PROSPEK GROUP BERHAD,"KERJAYA (7161) [s]
KERJAYA PROSPEK GROUP BERHAD Summary",Construction - Main Market,0.990 - 1.760,14.1,11,11.14,1.5,1.17%,1.62,86.05,1,"1,589.7M",Neutral 55.3,Neutral 71.4
6033,PETRONAS GAS BERHAD,"PETGAS (6033) [s]
PETRONAS GAS BERHAD Summary",Utilities - Main Market,16.920 - 20.000,13.96,19,91.49,72,4.05%,2.71,277.86,6,"35,142.3M",Neutral 55.0,Overbought 80.0
8591,CREST BUILDER HOLDINGS BERHAD,"CRESBLD (8591) [s]
CREST BUILDER HOLDINGS BERHAD Summary",Construction - Main Market,0.790 - 1.210,13.86,3,39.78,0,0.00%,0.38,336.54,0,192.8M,Neutral 49.8,Neutral 33.3
7293,YINSON HOLDINGS BERHAD,"YINSON (7293) [s]
YINSON HOLDINGS BERHAD Summary",Energy - Main Market,3.870 - 4.950,13.61,21,21.78,6,1.30%,2.88,94.65,5,"5,029.7M",Neutral 59.3,Neutral 35.7
5182,MCT BERHAD,"MCT (5182) [s]
MCT BERHAD Summary",Property - Main Market,0.450 - 0.875,13.43,6,8.12,0,0.00%,0.77,42.48,1,677.5M,Oversold 28.1,Oversold 13.0
7277,DIALOG GROUP BERHAD,"DIALOG (7277) [s]
DIALOG GROUP BERHAD Summary",Energy - Main Market,2.720 - 3.660,13.33,37,8.6,3.2,1.02%,4.88,49.19,6,"17,771.2M",Neutral 45.4,Neutral 40.0
5010,TONG HERR RESOURCES BERHAD,"TONGHER (5010) [s]
TONG HERR RESOURCES BERHAD Summary",Industrial Products & Services - Main Market,3.040 - 4.280,13.17,9,38.71,8,2.28%,1.19,507.17,1,552.6M,Neutral 41.3,Oversold 0.0
5827,ORIENTAL INTEREST BERHAD,"OIB (5827) [s]
ORIENTAL INTEREST BERHAD Summary",Property - Main Market,1.950 - 2.280,13.13,6,35.33,7,3.45%,0.75,191.65,1,314.4M,Neutral 46.1,Neutral 33.3
2658,AJINOMOTO (MALAYSIA) BERHAD,"AJI (2658) [s]
AJINOMOTO (MALAYSIA) BERHAD Summary",Consumer Products & Services - Main Market,17.100 - 24.480,13.11,18,97.77,46.5,2.70%,2.31,729.13,2,"1,047.0M",Oversold 11.9,Oversold 13.3
195,BINASAT COMMUNICATIONS BERHAD,"BINACOM (0195) [s]
BINASAT COMMUNICATIONS BERHAD Summary",Telecommunications & Media - Ace Market,0.360 - 0.525,13.07,10,3.66,0.5,1.32%,1.36,24.12,2,98.8M,Neutral 41.0,Oversold 16.7
5258,BIMB HOLDINGS BERHAD,"BIMB (5258) [s]
BIMB HOLDINGS BERHAD Summary",Financial Services - Main Market,3.400 - 4.640,13.02,12,38.66,15.5,3.41%,1.53,238.2,2,"8,009.8M",Overbought 80.2,Neutral 70.6
138,MY E.G. SERVICES BERHAD,"MYEG (0138) [s]
MY E.G. SERVICES BERHAD Summary",Technology - Main Market,0.655 - 2.700,12.92,75,2.1,1.4,0.89%,9.66,13.13,12,"5,661.9M",Neutral 68.1,Neutral 76.9
7854,TIMBERWELL BERHAD,"TIMWELL (7854) [s]
TIMBERWELL BERHAD Summary",Industrial Products & Services - Main Market,0.410 - 0.700,12.83,8,7.3,2,3.28%,1.07,40.01,2,54.3M,Neutral 47.5,Neutral 57.1
5276,DANCOMECH HOLDINGS BERHAD,"DANCO (5276) [s]
DANCOMECH HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.345 - 0.675,12.85,12,5.04,0.77,1.28%,1.53,26.82,2,178.8M,Neutral 46.6,Oversold 16.7
9172,FORMOSA PROSONIC INDUSTRIES BERHAD,"FPI (9172) [s]
FORMOSA PROSONIC INDUSTRIES BERHAD Summary",Consumer Products & Services - Main Market,1.270 - 2.070,12.45,12,14.81,10,5.81%,1.45,226.6,1,425.5M,Neutral 37.4,Neutral 28.6
157,FOCUS POINT HOLDINGS BERHAD,"FOCUSP (0157)
FOCUS POINT HOLDINGS BERHAD Summary",Consumer Products & Services - Ace Market,0.160 - 0.445,12.38,9,4.3,1,2.60%,1.11,108.65,0,63.5M,Neutral 60.7,Overbought 80.0
5436,PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD,"PERSTIM (5436) [s]
PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD Summary",Industrial Products & Services - Main Market,3.580 - 5.500,12.11,10,47.72,20,4.08%,1.24,987.84,0,486.6M,Neutral 51.4,Neutral 28.6
2,KOTRA INDUSTRIES BERHAD,"KOTRA (0002) [s]
KOTRA INDUSTRIES BERHAD Summary",Health Care - Main Market,1.600 - 1.900,11.93,12,13.72,6,3.68%,1.42,125.72,1,234.5M,Neutral 37.7,Oversold 0.0
186,PERAK TRANSIT BERHAD,"PTRANS (0186) [s]
PERAK TRANSIT BERHAD Summary",Consumer Products & Services - Main Market,0.220 - 0.315,12.14,9,2.51,0.24,1.07%,1.09,8.03,3,320.1M,Neutral 42.8,Oversold 16.7
7084,QL RESOURCES BERHAD,"QL (7084) [s]
QL RESOURCES BERHAD Summary",Consumer Products & Services - Main Market,4.950 - 7.630,11.48,51,13.55,4.5,0.65%,5.84,215.71,3,"11,178.6M",Neutral 49.3,Neutral 47.6
104,GENETEC TECHNOLOGY BERHAD,"GENETEC (0104) [s]
GENETEC TECHNOLOGY BERHAD Summary",Technology - Ace Market,1.150 - 2.050,11.41,7,21.8,5,3.11%,0.84,265.43,1,67.8M,Neutral 34.1,Oversold 5.9
9261,GADANG HOLDINGS BHD,"GADANG (9261) [s]
GADANG HOLDINGS BHD Summary",Construction - Main Market,0.475 - 0.880,11.37,6,12.39,3,4.38%,0.63,95.56,1,453.3M,Neutral 52.9,Neutral 26.7
5277,FOUNDPAC GROUP BERHAD,"FPGROUP (5277) [s]
FOUNDPAC GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.200 - 0.455,11.37,22,1.66,1.99,5.38%,2.53,7.65,5,191.9M,Neutral 66.1,Overbought 81.8
7048,ATLAN HOLDINGS BHD.,"ATLAN (7048)
ATLAN HOLDINGS BHD. Summary",Consumer Products & Services - Main Market,4.150 - 4.800,11.19,19,23.84,20,4.46%,2.1,307.31,1,"1,136.4M",Neutral 50.8,Neutral 60.0
7181,ATURMAJU RESOURCES BERHAD,"ATURMJU (7181) [s]
ATURMAJU RESOURCES BERHAD Summary",Industrial Products & Services - Main Market,0.035 - 0.600,17.94,8,3.9,0,0.00%,1.52,14.07,2,35.8M,Neutral 44.8,Neutral 50.0
7180,SERN KOU RESOURCES BERHAD,"SERNKOU (7180) [s]
SERN KOU RESOURCES BERHAD Summary",Consumer Products & Services - Main Market,0.480 - 0.645,10.97,14,3.73,0,0.00%,1.5,85.27,1,122.4M,Neutral 46.0,Neutral 50.0
1023,CIMB GROUP HOLDINGS BERHAD,"CIMB (1023)
CIMB GROUP HOLDINGS BERHAD Summary",Financial Services - Main Market,5.000 - 7.340,10.87,9,58.38,25,4.95%,0.94,181.74,3,"48,300.5M",Oversold 28.2,Neutral 29.4
1155,MALAYAN BANKING BERHAD,"MAYBANK (1155)
MALAYAN BANKING BERHAD Summary",Financial Services - Main Market,8.680 - 11.080,10.77,12,73.43,25,2.78%,1.32,428.25,2,"99,447.1M",Oversold 21.1,Neutral 44.6
5184,CYPARK RESOURCES BERHAD,"CYPARK (5184) [s]
CYPARK RESOURCES BERHAD Summary",Industrial Products & Services - Main Market,1.500 - 2.670,12.99,11,15.53,2.32,1.38%,1.41,74.69,2,769.9M,Neutral 44.3,Neutral 55.6
7035,CCK CONSOLIDATED HOLDINGS BERHAD,"CCK (7035) [s]
CCK CONSOLIDATED HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.365 - 2.050,10.52,13,4.42,1.25,2.16%,1.38,98.8,1,365.8M,Neutral 39.1,Neutral 21.1
7889,THRIVEN GLOBAL BERHAD,"THRIVEN (7889) [s]
THRIVEN GLOBAL BERHAD Summary",Property - Main Market,0.175 - 0.650,11.49,6,3.76,0,0.00%,0.69,43.71,1,123.1M,Neutral 45.5,Oversold 16.7
1082,HONG LEONG FINANCIAL GROUP BERHAD,"HLFG (1082)
HONG LEONG FINANCIAL GROUP BERHAD Summary",Financial Services - Main Market,17.380 - 20.400,10.45,11,169.42,40,2.11%,1.17,464.89,4,"21,756.9M",Neutral 42.4,Oversold 13.3
2852,CAHYA MATA SARAWAK BERHAD,"CMSB (2852) [s]
CAHYA MATA SARAWAK BERHAD Summary",Industrial Products & Services - Main Market,1.740 - 4.200,10.39,14,24.73,7.4,2.07%,1.5,159.34,2,"3,846.3M",Neutral 60.3,Neutral 43.3
7070,VIZIONE HOLDINGS BERHAD,"VIZIONE (7070) [s]
VIZIONE HOLDINGS BERHAD Summary",Construction - Main Market,0.110 - 1.050,10.78,10,9.57,0,0.00%,1.12,101.83,1,554.0M,Neutral 52.1,Neutral 47.4
1929,CHIN TECK PLANTATIONS BERHAD,"CHINTEK (1929)
CHIN TECK PLANTATIONS BERHAD Summary",Plantation - Main Market,6.480 - 8.100,10.33,9,74.65,30,4.51%,0.92,149.47,4,607.6M,Neutral 46.8,Neutral 53.1
4588,UMW HOLDINGS BERHAD,"UMW (4588) [s]
UMW HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,4.200 - 6.950,10.27,19,29.24,7.5,1.34%,1.96,967.76,1,"6,530.8M",Neutral 42.2,Neutral 38.5
7214,A-RANK BERHAD,"ARANK (7214) [s]
A-RANK BERHAD Summary",Industrial Products & Services - Main Market,0.500 - 0.915,10.21,7,7.76,2.3,4.47%,0.68,288.62,0,87.3M,Neutral 45.3,Oversold 0.0
2127,COMFORT GLOVES BERHAD,"COMFORT (2127) [s]
COMFORT GLOVES BERHAD Summary",Industrial Products & Services - Main Market,0.750 - 1.100,10.12,17,4.96,0,0.00%,1.73,84.33,1,477.7M,Neutral 50.0,Neutral 33.3
7095,P.I.E. INDUSTRIAL BERHAD,"PIE (7095) [s]
P.I.E. INDUSTRIAL BERHAD Summary",Industrial Products & Services - Main Market,1.230 - 1.770,10.03,14,11.23,0,0.00%,1.39,172.18,1,599.1M,Neutral 42.8,Oversold 20.0
5275,MYNEWS HOLDINGS BERHAD,"MYNEWS (5275)
MYNEWS HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,1.330 - 1.720,9.9,34,4.16,1,0.71%,3.33,62.29,2,955.0M,Neutral 55.2,Neutral 75.0
1066,RHB BANK BERHAD,"RHBBANK (1066)
RHB BANK BERHAD Summary",Financial Services - Main Market,5.050 - 5.940,9.88,10,57.49,20.5,3.52%,1,298.06,2,"23,338.5M",Neutral 63.7,Neutral 64.7
5916,MALAYSIA SMELTING CORPORATION BERHAD,"MSC (5916)
MALAYSIA SMELTING CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.695 - 3.680,9.85,11,8.57,0,0.00%,1.08,320.23,0,376.0M,Neutral 54.0,Neutral 38.5
7152,JAYCORP BERHAD,"JAYCORP (7152) [s]
JAYCORP BERHAD Summary",Consumer Products & Services - Main Market,0.750 - 1.010,9.77,8,11.33,8,8.47%,0.81,231.67,0,129.7M,Neutral 52.2,Neutral 38.9
5176,SUNWAY REAL ESTATE INVESTMENT TRUST,"SUNREIT (5176)
SUNWAY REAL ESTATE INVESTMENT TRUST Summary",Real Estate Investment Trusts - Main Market,1.580 - 1.900,9.72,13,14.16,9.25,5.05%,1.26,19.05,10,"5,389.5M",Neutral 53.2,Neutral 36.4
2488,ALLIANCE BANK MALAYSIA BERHAD,"ABMB (2488)
ALLIANCE BANK MALAYSIA BERHAD Summary",Financial Services - Main Market,3.760 - 4.490,9.67,11,34.8,15.3,3.83%,1.11,104.79,4,"6,192.4M",Neutral 39.1,Neutral 21.1
7178,Y.S.P.SOUTHEAST ASIA HOLDING BERHAD,"YSPSAH (7178) [s]
Y.S.P.SOUTHEAST ASIA HOLDING BERHAD Summary",Health Care - Main Market,2.410 - 3.390,9.62,13,21.93,8.5,3.00%,1.24,208.63,1,391.7M,Neutral 47.5,Oversold 16.7
3001,,CLOUD (03001),Technology - Leap Market,0.180 - 0.350,12.59,35,0.86,0,0.00%,4.39,12.94,2,249.4M,Neutral 55.4,Neutral 70.6
6971,KOBAY TECHNOLOGY BERHAD,"KOBAY (6971) [s]
KOBAY TECHNOLOGY BERHAD Summary",Industrial Products & Services - Main Market,0.910 - 1.680,9.41,9,15.44,0,0.00%,0.84,158.83,1,140.9M,Neutral 45.8,Neutral 23.1
5230,TUNE PROTECT GROUP BERHAD,"TUNEPRO (5230)
TUNE PROTECT GROUP BERHAD Summary",Financial Services - Main Market,0.525 - 1.000,9.37,10,6.56,0,0.00%,0.96,75.31,1,503.7M,Neutral 45.9,Neutral 25.0
2062,HARBOUR-LINK GROUP BERHAD,"HARBOUR (2062) [s]
HARBOUR-LINK GROUP BERHAD Summary",Transportation & Logistics - Main Market,0.620 - 0.760,9.27,8,9.18,1,1.44%,0.7,168.58,0,278.3M,Neutral 47.2,Oversold 16.7
5191,TAMBUN INDAH LAND BERHAD,"TAMBUN (5191) [s]
TAMBUN INDAH LAND BERHAD Summary",Property - Main Market,0.710 - 1.050,9.12,6,12.77,6.7,8.59%,0.56,41.38,2,338.0M,Neutral 47.4,Oversold 18.2
3069,MEGA FIRST CORPORATION BERHAD,"MFCB (3069) [s]
MEGA FIRST CORPORATION BERHAD Summary",Utilities - Main Market,2.990 - 3.990,9.08,12,30.96,2,0.53%,1.11,209.34,2,"1,578.4M",Neutral 42.2,Oversold 14.3
7149,ENG KAH CORPORATION BERHAD,"ENGKAH (7149) [s]
ENG KAH CORPORATION BERHAD Summary",Consumer Products & Services - Main Market,0.820 - 1.500,9.04,11,9.22,3,3.00%,0.98,81.72,1,70.8M,Neutral 51.7,Neutral 61.0
5878,KPJ HEALTHCARE BERHAD,"KPJ (5878) [s]
KPJ HEALTHCARE BERHAD Summary",Health Care - Main Market,0.875 - 1.170,9.54,24,4.05,1.96,2.04%,2.26,74.69,1,"4,252.2M",Neutral 34.7,Oversold 6.7
